,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Yumen,CN,40.2833,97.2,56.14,12,92,2.35,overcast clouds
347,Ouallam,NE,14.3188,2.0866,87.8,12,13,7.7,few clouds
348,Sarkand,KZ,45.41,79.9186,71.35,30,88,7.25,overcast clouds
349,Kokopo,PG,-4.352,152.2633,85.21,65,6,5.37,clear sky
350,Leduc,CA,53.2668,-113.552,55.38,55,100,9.22,overcast clouds
351,Airai,TL,-8.9266,125.4092,72.23,49,68,5.37,broken clouds
352,Kampot,KH,10.6167,104.1833,77.05,76,100,3.44,light rain
353,San Quintin,MX,30.4833,-115.95,61.97,72,0,14.99,clear sky
354,Coihaique,CL,-45.5752,-72.0662,44.55,87,40,4.61,scattered clouds
355,Port Blair,IN,11.6667,92.75,78.84,94,75,2.3,mist
356,Kaka,TM,37.3482,59.6143,62.71,84,100,7.05,overcast clouds
357,Goderich,CA,43.7501,-81.7165,53.92,82,100,9.22,overcast clouds
358,Mecca,SA,21.4267,39.8261,80.98,68,5,2.26,clear sky
359,Ghanzi,BW,-21.5667,21.7833,65.07,48,49,12.08,scattered clouds
360,Deputatskiy,RU,69.3,139.9,30.16,83,100,0.69,overcast clouds
361,Sol-Iletsk,RU,51.1631,54.9918,37.78,70,0,11.59,clear sky
362,Yuanping,CN,38.7153,112.7575,64.4,25,0,1.01,clear sky
363,Amapa,BR,1.0,-52.0,72.61,99,100,2.37,overcast clouds
364,Dzhebariki-Khaya,RU,62.2167,135.8,42.26,71,11,6.73,few clouds
365,Great Bend,US,38.3645,-98.7648,72.84,30,0,10.36,clear sky
366,Saint-Leu,RE,-21.15,55.2833,72.68,77,0,5.86,clear sky
367,Olkhovka,RU,53.2115,60.6069,35.89,66,6,13.42,clear sky
368,Natal,BR,-5.795,-35.2094,79.02,94,75,10.36,broken clouds
369,Guerrero Negro,MX,27.9769,-114.0611,63.75,72,6,17.9,clear sky
370,Turukhansk,RU,65.8167,87.9833,27.01,90,18,11.61,few clouds
371,Bardsir,IR,29.9227,56.5743,56.23,35,0,13.22,clear sky
372,Saint Albans,GB,51.75,-0.3333,51.15,88,100,3.44,overcast clouds
373,Boueni,YT,-12.9025,45.0761,82.38,74,100,18.12,overcast clouds
374,Cairns,AU,-16.9167,145.7667,83.1,79,40,10.36,scattered clouds
375,Honiara,SB,-9.4333,159.95,83.32,78,100,4.65,overcast clouds
376,Hay River,CA,60.8156,-115.7999,46.36,57,40,9.22,scattered clouds
377,Alibag,IN,18.6411,72.8792,84.27,81,20,1.48,few clouds
378,Camapua,BR,-19.5314,-54.0439,78.12,45,100,4.03,overcast clouds
379,Poltar,SK,48.4309,19.7941,51.17,82,100,3.06,overcast clouds
380,Dhoraji,IN,21.7333,70.45,80.65,89,8,8.14,clear sky
381,Progreso,MX,21.2833,-89.6667,86.11,80,40,15.39,scattered clouds
382,Najran,SA,17.4924,44.1277,74.05,31,6,1.43,clear sky
383,Ewa Beach,US,21.3156,-158.0072,84.15,56,40,21.85,scattered clouds
384,Hastings,GB,50.8552,0.5729,49.75,74,100,3.56,light rain
385,Beira,MZ,-19.8436,34.8389,75.29,83,40,12.66,scattered clouds
386,Ukiah,US,39.1502,-123.2078,75.65,29,0,12.66,clear sky
387,Cabedelo,BR,-6.9811,-34.8339,77.67,83,23,9.71,few clouds
388,Lorengau,PG,-2.0226,147.2712,83.14,76,100,2.17,overcast clouds
389,Ginir,ET,7.1333,40.7,57.33,83,79,3.36,broken clouds
390,Las Vegas,US,36.175,-115.1372,83.08,11,0,31.07,clear sky
391,Huilong,CN,31.8111,121.655,64.92,61,94,11.18,overcast clouds
392,Bandarbeyla,SO,9.4942,50.8122,82.58,81,100,7.96,overcast clouds
393,Otradnoye,RU,59.7775,30.8181,40.87,93,33,5.23,scattered clouds
394,Port Keats,AU,-14.25,129.55,86.58,46,72,13.73,broken clouds
395,Port-Gentil,GA,-0.7193,8.7815,81.18,79,100,8.81,light rain
396,Coahuayana,MX,18.7333,-103.6833,78.1,58,6,4.16,clear sky
397,Bulalacao,PH,12.3254,121.3435,83.48,73,100,13.2,overcast clouds
398,Paamiut,GL,61.994,-49.6678,31.1,93,81,6.17,broken clouds
399,Cedar City,US,37.6775,-113.0619,52.77,47,100,20.71,overcast clouds
400,Businga,CD,3.3333,20.8833,70.52,98,100,2.35,overcast clouds
401,Thana,PK,34.6369,72.0739,76.91,29,5,7.76,clear sky
402,Naron,ES,43.5167,-8.1528,56.25,73,100,3.49,overcast clouds
403,Labuhan,ID,-6.8844,112.2051,82.38,82,96,8.16,overcast clouds
404,Simian,RO,44.6142,22.7072,47.62,80,14,6.62,few clouds
405,Wanaka,NZ,-44.7,169.15,57.11,83,1,1.01,clear sky
406,Kargala,RU,56.6208,83.9607,40.15,86,98,2.46,overcast clouds
407,Spinus,RO,47.2,22.2,54.05,84,99,4.52,overcast clouds
408,Launceston,AU,-41.45,147.1667,63.34,82,100,17.27,overcast clouds
409,Loandjili,CG,-4.7561,11.8578,78.91,94,20,0.0,few clouds
410,Burgeo,CA,47.6167,-57.6152,37.15,90,100,12.01,overcast clouds
411,Nome,US,64.5011,-165.4064,44.67,57,0,23.02,clear sky
412,Dingle,PH,10.9995,122.6711,84.96,67,54,7.99,broken clouds
413,Port Augusta,AU,-32.5,137.7667,67.26,41,0,3.15,clear sky
414,Ust-Tsilma,RU,65.441,52.1498,22.89,94,100,4.63,overcast clouds
415,Quimper,FR,48.0,-4.1,54.18,76,0,6.91,clear sky
416,Sladkovo,RU,55.5284,70.3385,36.54,98,100,4.76,overcast clouds
417,Owando,CG,-0.4819,15.8999,71.64,94,100,3.11,overcast clouds
418,Pecica,RO,46.1667,21.0667,54.05,71,20,6.91,few clouds
419,Agadez,NE,19.75,10.25,84.79,11,7,10.78,clear sky
420,Poronaysk,RU,49.2167,143.1167,36.43,95,100,11.92,overcast clouds
421,Doka,SD,13.5167,35.7667,87.69,26,38,4.09,scattered clouds
422,Aitape,PG,-3.1374,142.3475,82.36,81,93,5.68,overcast clouds
423,Akniste,LV,56.1615,25.7478,42.96,95,95,0.94,overcast clouds
424,Amga,RU,60.8953,131.9608,44.08,61,8,12.48,clear sky
425,Kagadi,UG,0.9606,30.7967,61.02,99,100,1.86,overcast clouds
426,Zhob,PK,31.3411,69.4481,74.52,19,70,1.7,broken clouds
427,Eyl,SO,7.9803,49.8164,83.34,74,100,7.09,light rain
428,Leh,IN,34.1667,77.5833,43.0,38,0,4.41,clear sky
429,Ambilobe,MG,-13.2,49.05,72.09,96,1,3.13,clear sky
430,Kurmanayevka,RU,52.5093,52.0675,34.75,64,0,5.37,clear sky
431,Tukrah,LY,32.5341,20.5791,67.5,63,0,16.24,clear sky
432,Partizansk,RU,43.1258,133.1339,47.26,62,61,6.46,broken clouds
433,Saint-Felicien,CA,48.6501,-72.4491,52.3,53,20,0.0,few clouds
434,Mangochi,MW,-14.4782,35.2645,63.55,90,55,6.71,broken clouds
435,Neiafu,TO,-18.65,-173.9833,86.68,79,75,6.91,broken clouds
436,Auki,SB,-8.7676,160.7034,80.53,82,100,4.68,overcast clouds
437,Borogontsy,RU,62.6683,131.1683,42.87,69,21,14.16,few clouds
438,Lagoa,PT,39.05,-27.9833,60.96,82,9,2.75,clear sky
439,Mango,US,27.9797,-82.3065,76.91,93,100,8.05,moderate rain
440,Zhanaozen,KZ,43.3,52.8,62.73,46,36,22.57,scattered clouds
441,Ventspils,LV,57.3894,21.5606,31.93,100,13,0.0,fog
442,Boa Vista,BR,2.8197,-60.6733,82.38,57,0,5.75,clear sky
443,Barentu,ER,15.1139,37.5928,79.88,36,6,5.59,clear sky
444,Andros Town,BS,24.7,-77.7667,78.76,73,0,17.54,clear sky
445,Broome,US,42.2506,-75.833,55.78,64,100,11.5,overcast clouds
446,Bermejo,AR,-32.8833,-68.8,57.11,54,0,4.61,clear sky
447,Zemio,CF,5.0314,25.1361,67.71,96,100,3.4,overcast clouds
448,Nuevo Ideal,MX,24.8875,-105.0728,73.38,10,100,16.06,overcast clouds
449,Ewo,CG,-0.8725,14.8206,73.26,88,60,3.31,broken clouds
450,Roebourne,AU,-20.7833,117.1333,82.29,47,100,17.58,overcast clouds
451,Polyarnyy,RU,69.1989,33.4478,25.5,91,100,4.94,overcast clouds
452,Mount Isa,AU,-20.7333,139.5,80.37,50,0,11.5,clear sky
453,Acapulco,MX,16.8634,-99.8901,80.98,60,36,5.19,scattered clouds
454,Cururupu,BR,-1.8283,-44.8683,74.46,98,100,2.75,overcast clouds
455,Roma,US,43.2128,-75.4557,62.74,34,0,6.91,clear sky
456,Novikovo,RU,51.1537,37.8879,40.03,62,61,3.11,broken clouds
457,Gallup,US,35.5281,-108.7426,73.24,9,0,31.07,clear sky
458,Bowen,AU,-20.0167,148.2333,78.3,72,60,15.41,broken clouds
459,Kondinskoye,RU,59.6481,67.41,36.14,69,100,3.91,overcast clouds
460,Megion,RU,61.0296,76.1136,30.22,69,100,3.83,overcast clouds
461,Sotouboua,TG,8.5667,0.9833,75.24,80,94,2.06,overcast clouds
462,Ust-Maya,RU,60.4167,134.5333,44.17,67,6,13.38,clear sky
463,Kanigiri,IN,15.4,79.5167,84.47,74,71,5.08,broken clouds
464,Qaqortoq,GL,60.7167,-46.0333,36.64,88,100,0.65,overcast clouds
465,Dali,CN,25.7,100.1833,48.6,88,100,5.32,overcast clouds
466,Tatawin,TN,32.9297,10.4518,57.58,59,5,3.71,clear sky
467,Powell River,CA,49.8496,-124.5361,56.19,66,100,11.5,overcast clouds
468,Saint-Augustin,CA,51.226,-58.6502,33.48,81,100,19.77,snow
469,Batemans Bay,AU,-35.7167,150.1833,62.1,48,1,3.27,clear sky
470,Arica,CL,-18.475,-70.3042,63.95,67,0,3.44,clear sky
471,Santa Rosa,PH,14.3122,121.1114,89.11,68,100,8.48,overcast clouds
472,Khani,GE,41.9563,42.9566,44.17,99,100,1.25,light rain
473,Aklavik,CA,68.2191,-135.0107,38.14,88,100,14.5,overcast clouds
474,Vila Franca Do Campo,PT,37.7167,-25.4333,66.2,92,23,3.02,few clouds
475,Linares,CL,-35.85,-71.6,48.76,81,86,4.16,overcast clouds
476,Havre-Saint-Pierre,CA,50.2334,-63.5986,37.76,75,100,9.22,overcast clouds
477,Boende,CD,-0.2167,20.8667,70.02,96,99,2.39,overcast clouds
478,Meybod,IR,32.2501,54.0166,64.42,58,0,8.21,clear sky
479,Dhidhdhoo,MV,6.8833,73.1,85.17,75,100,13.91,overcast clouds
480,Marzuq,YE,14.4,46.4667,75.38,50,23,2.01,few clouds
481,Araouane,ML,18.9048,-3.5265,78.1,15,0,10.74,clear sky
482,Wanning,CN,18.8003,110.3967,69.21,95,100,16.46,overcast clouds
483,Maihar,IN,24.2667,80.75,87.57,24,100,5.17,overcast clouds
484,Axim,GH,4.8699,-2.2405,79.93,84,98,7.67,overcast clouds
485,Severo-Kurilsk,RU,50.6789,156.125,36.23,85,83,8.43,broken clouds
486,Santiago,CL,-33.4569,-70.6483,63.18,51,0,8.05,clear sky
487,Santiago Del Estero,AR,-27.7951,-64.2615,61.75,45,100,3.02,overcast clouds
488,Kysyl-Syr,RU,63.8986,122.7617,21.13,79,100,17.02,overcast clouds
489,Bath,GB,51.3779,-2.3591,51.39,94,100,1.25,overcast clouds
490,Choya,RU,52.0108,86.5467,62.58,44,100,4.56,overcast clouds
491,Beberibe,BR,-4.1797,-38.1306,81.14,82,90,11.7,overcast clouds
492,Ust-Ishim,RU,57.6935,71.1665,33.48,79,19,3.4,few clouds
493,Pinotepa Nacional,MX,16.3167,-98.0167,81.23,61,100,4.34,overcast clouds
494,Port Macquarie,AU,-31.4333,152.9167,70.9,57,63,3.47,broken clouds
495,Twentynine Palms,US,34.1356,-116.0542,89.74,11,0,5.99,clear sky
496,Christchurch,NZ,-43.5333,172.6333,69.94,63,4,4.61,clear sky
497,Vikulovo,RU,56.8167,70.6107,34.18,90,12,4.7,few clouds
498,Ler,SS,8.3018,30.1418,82.26,50,96,7.45,overcast clouds
499,North Bend,US,43.4065,-124.2243,57.92,84,0,6.91,clear sky
500,Dakar,SN,14.6937,-17.4441,68.88,94,75,6.91,mist
501,Belmonte,BR,-15.8631,-38.8828,75.88,80,0,4.97,clear sky
502,Brownsville,US,25.9018,-97.4975,81.09,83,75,5.99,broken clouds
503,Tawau,MY,4.2498,117.8871,82.53,80,94,3.74,overcast clouds
504,Matamoros,MX,25.5333,-103.25,90.84,7,100,5.93,overcast clouds
505,Byron Bay,AU,-28.65,153.6167,73.29,55,49,12.44,scattered clouds
506,Constitucion,CL,-35.3333,-72.4167,52.93,75,12,7.31,few clouds
507,Itoman,JP,26.1247,127.6694,66.22,82,75,10.36,light rain
508,Kalabo,ZM,-14.97,22.6814,59.32,62,0,5.97,clear sky
509,Rosarito,MX,32.3333,-117.0333,66.42,69,48,7.54,scattered clouds
510,Sur,OM,22.5667,59.5289,81.59,58,0,1.66,clear sky
511,Hervey Bay,AU,-25.2986,152.8535,71.02,88,100,11.99,light rain
512,Albina,SR,5.5,-54.05,73.2,96,100,2.28,overcast clouds
513,Dieppe,FR,49.75,1.1667,51.33,87,100,6.76,light rain
514,Ishigaki,JP,24.3448,124.1572,68.13,88,75,14.97,broken clouds
515,Menongue,AO,-14.6585,17.691,58.77,69,34,3.49,scattered clouds
516,Sheboygan,US,43.7333,-87.9334,49.78,81,100,12.66,overcast clouds
517,Creel,MX,27.75,-107.6333,62.33,17,0,15.14,clear sky
518,Vila Velha,BR,-20.3297,-40.2925,78.75,80,0,9.22,clear sky
519,Eilenburg,DE,51.4598,12.6334,50.13,90,100,5.5,overcast clouds
520,Saint-Joseph,RE,-21.3667,55.6167,72.21,81,0,3.62,clear sky
521,Lingao,CN,19.9103,109.6859,65.84,90,100,15.7,overcast clouds
522,Susanville,US,40.4163,-120.653,65.66,28,0,4.61,clear sky
523,Stokmarknes,NO,68.5646,14.9108,33.78,93,100,12.66,light snow
524,Tierralta,CO,8.1736,-76.0592,78.46,89,100,4.18,overcast clouds
525,Bosaso,SO,11.2842,49.1816,85.39,66,4,9.55,clear sky
526,Xam Nua,LA,20.4197,104.0439,61.14,80,96,2.8,overcast clouds
527,San Jose,US,37.3394,-121.895,76.89,41,0,19.57,clear sky
528,Burnie,AU,-41.0667,145.9167,62.94,77,100,12.28,overcast clouds
529,Bubaque,GW,11.2833,-15.8333,77.58,71,100,10.94,overcast clouds
530,Pangnirtung,CA,66.1451,-65.7125,26.76,97,100,4.97,light snow
531,Wilkes-Barre,US,41.2459,-75.8813,56.82,86,100,4.61,overcast clouds
532,Senneterre,CA,48.3835,-77.2328,47.25,85,100,9.53,overcast clouds
533,Petauke,ZM,-14.2426,31.3253,59.92,80,0,11.12,clear sky
534,Namibe,AO,-15.1961,12.1522,73.67,68,93,8.7,overcast clouds
535,Shahpur,IN,16.7,76.8333,86.04,42,71,9.86,broken clouds
536,Mana,GF,5.6592,-53.7767,77.47,86,96,10.83,overcast clouds
537,Korla,CN,41.7597,86.1469,61.18,25,6,3.87,clear sky
538,Vitim,RU,59.4511,112.5578,29.14,66,100,8.55,overcast clouds
539,Mocuba,MZ,-16.8392,36.9856,64.71,98,79,3.56,broken clouds
540,Huari,PE,-9.3333,-77.2333,43.81,87,45,2.46,light rain
541,Krasnoselkup,RU,65.7,82.4667,22.71,90,20,7.23,few clouds
542,Kazanskaya,RU,45.4106,40.4361,48.87,96,100,17.47,light rain
543,Sorland,NO,67.667,12.6934,36.61,73,100,23.2,overcast clouds
544,Umarkot,PK,25.3616,69.7362,84.79,43,95,17.67,overcast clouds
545,Rakitovo,BG,41.9833,24.0833,43.56,97,89,1.97,overcast clouds
546,Matara,LK,5.9485,80.5353,79.2,89,95,10.31,overcast clouds
547,Bousso,TD,10.4795,16.7117,88.18,39,100,4.41,overcast clouds
548,Omboue,GA,-1.5746,9.2618,78.12,89,100,5.53,light rain
549,Rundu,NA,-17.9333,19.7667,64.54,46,65,5.57,broken clouds
550,Vilcun,CL,-38.65,-72.2333,47.14,97,0,1.7,clear sky
551,Iqaluit,CA,63.7506,-68.5145,26.33,86,40,6.91,scattered clouds
552,Suntar,RU,62.1444,117.6319,27.57,53,96,13.27,overcast clouds
553,Kalininsk,RU,51.5,44.4758,37.29,60,2,3.8,clear sky
554,La Union,PE,-5.4,-80.75,70.97,71,23,17.36,few clouds
555,Ossora,RU,59.2353,163.0719,31.03,90,47,3.53,scattered clouds
556,Nishihara,JP,26.1842,127.7558,65.48,83,75,10.36,light rain
557,Marsa Matruh,EG,31.3525,27.2453,66.4,88,0,13.8,clear sky
558,Matay,EG,28.419,30.7792,74.61,27,98,7.49,overcast clouds
559,Miyakonojo,JP,31.7333,131.0667,60.94,41,100,3.24,overcast clouds
560,Kenai,US,60.5544,-151.2583,49.03,46,100,11.5,overcast clouds
561,Otavi,NA,-19.65,17.3333,62.06,50,23,5.73,few clouds
562,Fomboni,KM,-12.28,43.7425,81.81,68,100,21.32,overcast clouds
563,Hobyo,SO,5.3505,48.5268,83.95,73,100,17.31,light rain
564,Pasighat,IN,28.0667,95.3333,75.74,67,100,0.36,overcast clouds
565,Vanavara,RU,60.34,102.2797,31.66,54,100,7.54,overcast clouds
566,Marfino,RU,55.7028,37.3822,44.74,56,0,2.24,clear sky
567,Prainha,BR,-1.8,-53.48,74.53,96,100,4.38,overcast clouds
568,Sovetskiy,RU,61.3614,63.5842,29.19,89,100,8.86,overcast clouds
569,Tukan,RU,53.8409,57.4552,28.11,86,6,3.47,clear sky
570,Tambacounda,SN,13.7539,-13.7586,91.45,25,0,2.3,clear sky
571,Sibu,MY,2.3,111.8167,79.11,89,20,4.61,few clouds
572,Vostok,RU,46.4856,135.8833,41.47,58,100,4.05,overcast clouds
573,Dolinsk,RU,47.35,142.8,34.68,98,100,8.79,snow
574,Armidale,AU,-30.5167,151.65,62.35,49,6,5.91,clear sky
575,Hamilton,US,39.1834,-84.5333,71.04,38,0,13.8,clear sky
576,Kavaratti,IN,10.5669,72.642,84.16,71,100,9.15,overcast clouds
577,Haines Junction,CA,60.7522,-137.5108,49.95,43,100,9.22,overcast clouds
578,Silifke,TR,36.3778,33.9344,64.81,65,1,7.38,clear sky
579,Leningradskiy,RU,69.3833,178.4167,18.77,75,80,8.88,broken clouds
580,Morgan City,US,29.6994,-91.2068,75.02,100,0,3.44,clear sky
581,Granard,IE,53.7667,-7.5,48.51,97,100,1.74,overcast clouds
582,San Vicente,AR,-26.6167,-54.1333,62.06,99,55,2.28,broken clouds
583,Preobrazheniye,RU,42.9019,133.9064,47.19,67,65,4.34,broken clouds
584,Maku,IR,39.2911,44.4521,52.83,88,100,2.39,overcast clouds
585,Linkou,CN,45.3,130.2833,48.94,55,61,6.71,broken clouds
586,Thinadhoo,MV,0.5333,72.9333,85.08,75,97,19.17,overcast clouds
587,Tadine,NC,-21.55,167.8833,78.64,84,45,12.48,scattered clouds
588,Rassvet,RU,46.8333,40.75,50.2,60,100,2.91,overcast clouds
589,Pedernales,DO,18.0384,-71.744,76.08,86,100,11.3,overcast clouds
590,San Juan,AR,-31.5375,-68.5364,59.86,46,0,8.46,clear sky
591,Ziro,IN,27.6333,93.8333,48.94,86,100,1.41,overcast clouds
592,Muros,ES,42.7762,-9.0603,51.22,86,100,4.65,overcast clouds
593,San-Pedro,CI,4.7485,-6.6363,80.24,85,29,6.58,scattered clouds
594,Tancheng,CN,27.4375,115.4976,61.75,78,100,2.48,overcast clouds
595,Joue-Les-Tours,FR,47.3522,0.6691,50.67,77,0,5.75,clear sky
596,Newton,US,42.337,-71.2092,56.91,50,0,9.22,clear sky
597,Panama City,PA,8.9936,-79.5197,82.35,86,40,6.91,scattered clouds
598,Reconquista,AR,-29.15,-59.65,61.11,88,100,7.11,overcast clouds
599,Chapais,CA,49.7834,-74.8492,53.38,93,58,5.77,broken clouds
600,Sault Sainte Marie,CA,46.5168,-84.3333,44.89,92,100,11.5,mist
601,Bethanien,NA,-26.502,17.1583,55.33,20,0,3.71,clear sky
602,Severnoye,RU,56.3491,78.3619,37.22,77,100,9.06,overcast clouds
603,Winslow,US,35.0242,-110.6974,77.18,6,0,28.77,clear sky
604,Dzilam Gonzalez,MX,21.2833,-88.9333,76.87,80,76,8.05,broken clouds
605,Loiza,PR,18.4313,-65.8802,77.07,91,40,3.44,scattered clouds
606,Laishevo,RU,55.4046,49.5504,34.02,69,39,7.7,scattered clouds
607,Trelew,AR,-43.249,-65.3051,50.97,57,100,8.86,overcast clouds
608,Clarence Town,AU,-32.5833,151.7833,71.82,61,1,4.03,clear sky
609,Krasnosilka,UA,46.6226,30.7742,49.8,70,20,5.41,few clouds
610,Afonso Bezerra,BR,-5.4983,-36.5056,77.52,79,87,13.76,overcast clouds
611,Huarmey,PE,-10.0681,-78.1522,66.45,85,100,7.67,overcast clouds
612,Buritis,BR,-15.6178,-46.4233,74.37,44,82,0.38,broken clouds
613,Shu,KZ,43.5983,73.7614,64.89,57,98,4.56,overcast clouds
614,Mildura,AU,-34.2,142.15,67.06,67,0,3.44,clear sky
615,Opportunity,US,47.6499,-117.2399,60.49,53,100,9.22,overcast clouds
616,Asahikawa,JP,43.7678,142.3703,49.21,76,75,6.91,broken clouds
617,Tornio,FI,65.8481,24.1466,33.82,92,100,10.54,light snow
618,Carauari,BR,-4.8828,-66.8958,73.58,97,96,2.51,overcast clouds
619,Bac Lieu,VN,9.285,105.7244,84.79,72,51,6.17,broken clouds
620,Gopalpur,IN,19.2667,84.9167,82.15,81,94,12.39,overcast clouds
621,Fonte Boa,BR,-2.4959,-66.2662,72.1,99,100,0.63,light rain
622,Murdochville,CA,48.9583,-65.5006,32.88,96,99,4.27,overcast clouds
623,Rantepao,ID,-2.9701,119.8978,77.13,78,29,2.68,scattered clouds
624,Fort Nelson,CA,58.8053,-122.7002,53.19,40,40,9.22,scattered clouds
625,Tamandare,BR,-8.7597,-35.1047,77.0,87,19,5.64,few clouds
626,Sao Luis De Montes Belos,BR,-16.525,-50.3722,67.12,55,0,2.21,clear sky
627,Marion,US,39.7684,-86.1555,59.38,65,75,16.11,broken clouds
628,Stavanger,NO,58.9701,5.7333,42.26,85,56,3.44,broken clouds
629,Blois,FR,47.5833,1.3333,48.58,78,100,6.85,overcast clouds
630,Itarema,BR,-2.9248,-39.9167,78.15,89,36,10.6,scattered clouds
631,Lavrentiya,RU,65.5833,-171.0,18.9,73,11,11.5,few clouds
632,Loveland,US,40.3978,-105.075,63.25,33,40,10.0,scattered clouds
633,Concordia,AR,-31.393,-58.0209,58.78,69,100,4.0,overcast clouds
634,Novo Aripuana,BR,-5.1206,-60.3797,74.26,97,96,2.35,overcast clouds
635,Masvingo,ZW,-20.0637,30.8277,53.6,96,24,4.99,few clouds
636,Gao,ML,16.6362,1.637,84.43,13,99,11.83,overcast clouds
637,Kongoussi,BF,13.3258,-1.5347,91.96,32,94,4.47,overcast clouds
638,Nyurba,RU,63.2842,118.3319,26.29,52,15,13.62,few clouds
639,San Matias,BO,-16.3667,-58.4,80.94,46,51,5.68,broken clouds
640,Denpasar,ID,-8.65,115.2167,85.71,79,20,10.36,few clouds
641,Tura,IN,25.5198,90.2201,72.46,90,47,5.14,scattered clouds
642,Charters Towers,AU,-20.1,146.2667,78.33,49,0,10.29,clear sky
643,Slobidka,UA,47.8869,29.3461,43.83,84,39,3.56,scattered clouds
644,Dunhua,CN,43.3725,128.2425,45.79,47,14,6.71,few clouds
645,Svobodnyy,RU,51.4,128.1333,52.57,29,99,10.47,overcast clouds
646,Alofi,NU,-19.0595,-169.9187,84.09,79,100,9.22,overcast clouds
647,Inongo,CD,-1.95,18.2667,70.93,95,87,3.15,overcast clouds
648,Erzin,TR,36.9559,36.2,61.21,95,76,3.96,broken clouds
649,Manokwari,ID,-0.8667,134.0833,80.29,80,100,2.1,overcast clouds
650,Cortes,ES,41.9395,-1.4396,57.25,75,49,12.71,scattered clouds
651,Margate,GB,51.3813,1.3862,51.31,72,100,1.01,overcast clouds
652,Oktyabrskiy,RU,54.4815,53.471,32.77,63,2,4.07,clear sky
653,San Jeronimo,PE,-11.9472,-75.2829,49.46,81,97,2.89,overcast clouds
654,Hashtrud,IR,37.4779,47.0508,47.66,89,100,3.78,overcast clouds
655,Solosolo,WS,-13.875,-171.6418,85.84,76,92,8.37,light rain
656,Empalme,MX,27.9667,-110.8167,85.35,43,0,12.12,clear sky
657,Tombouctou,ML,20.0,-3.0,75.22,19,0,11.68,clear sky
658,Kiunga,PG,-6.1219,141.2906,89.37,58,16,0.51,few clouds
659,Price,US,39.5994,-110.8107,52.86,50,100,17.27,overcast clouds
660,Mizdah,LY,31.4451,12.9801,52.7,85,0,13.35,clear sky
661,Baiyin,CN,36.5583,104.2081,51.96,35,0,8.88,clear sky
662,Aksu,CN,41.1231,80.2644,61.27,23,11,5.3,few clouds
663,Caucaia,BR,-3.7361,-38.6531,82.35,79,75,8.05,broken clouds
664,Almaznyy,RU,48.0448,40.045,41.32,61,90,7.18,overcast clouds
665,Alenquer,BR,-1.9417,-54.7383,75.4,94,100,3.09,overcast clouds
666,Yankton,US,42.8711,-97.3973,53.11,71,20,14.97,few clouds
667,Sudak,UA,44.85,34.9667,50.41,80,4,7.34,clear sky
668,Mersing,MY,2.4312,103.8405,75.11,94,40,2.3,light rain
669,Ionia,US,42.9873,-85.0711,50.2,87,100,13.8,overcast clouds
670,Glomfjord,NO,66.8167,13.9667,35.69,98,100,11.5,light rain
671,Beyneu,KZ,45.3167,55.2,58.87,50,0,14.47,clear sky
672,Jalu,LY,29.0331,21.5482,75.76,43,100,14.81,overcast clouds
673,Nerekhta,RU,57.4588,40.5747,30.09,90,24,6.71,few clouds
674,Roald,NO,62.5833,6.1333,48.0,76,100,24.16,moderate rain
675,Rimouski,CA,48.4488,-68.524,39.38,82,100,2.37,overcast clouds
676,Waipawa,NZ,-41.4122,175.5153,63.68,65,93,12.33,moderate rain
677,Sawakin,SD,19.1059,37.3321,81.05,75,15,9.84,few clouds
678,Sundumbili,ZA,-29.1337,31.3975,59.4,83,0,5.77,clear sky
679,Half Moon Bay,US,37.4636,-122.4286,75.54,74,0,27.63,haze
680,Chumikan,RU,54.7183,135.315,32.76,89,99,7.61,overcast clouds
681,Pozoblanco,ES,38.3791,-4.8483,49.33,75,0,3.89,clear sky
682,Camacha,PT,33.0833,-16.3333,60.22,77,40,10.36,scattered clouds
683,Saint-Francois,FR,46.4154,3.9054,41.68,100,67,0.0,broken clouds
684,Ailigandi,PA,9.2333,-78.0167,79.74,85,100,4.85,overcast clouds
685,Vila,PT,42.0304,-8.1588,45.48,89,76,2.35,broken clouds
686,Gat,IL,31.61,34.7642,63.28,89,14,5.21,few clouds
687,Yanam,IN,16.7333,82.2167,81.09,90,68,1.05,broken clouds
688,Kalmunai,LK,7.4167,81.8167,79.9,82,79,3.18,broken clouds
689,Moncagua,SV,13.5333,-88.25,77.4,89,100,3.15,overcast clouds
690,Hualmay,PE,-11.0964,-77.6139,65.7,86,100,7.2,overcast clouds
691,Porterville,US,36.0652,-119.0168,78.58,27,0,5.84,clear sky
692,Windsor,CA,42.3001,-83.0165,60.69,73,100,19.57,overcast clouds
693,Sibolga,ID,1.7427,98.7792,78.71,83,100,2.51,overcast clouds
694,Severnyy,RU,50.677,36.5532,42.84,52,0,2.24,clear sky
695,Lins,BR,-21.6786,-49.7425,69.21,59,6,3.8,clear sky
696,Kyra,RU,49.5776,111.9753,59.29,40,100,3.85,overcast clouds
697,Ofunato,JP,39.0717,141.7167,53.51,49,0,8.37,clear sky
698,Leshukonskoye,RU,64.8989,45.7622,19.72,95,17,4.45,few clouds
699,Bloomingdale,US,27.8936,-82.2404,76.05,94,100,8.05,overcast clouds
